2026-04-09 16:40:53 | INFO     | main | === Premier League ETL Pipeline started ===
2026-04-09 17:40:19 | DEBUG    | extractor.api_sports | GET https://v3.football.api-sports.io/standings params={'league': 39, 'season': 2023} (attempt 1)
2026-04-09 17:40:19 | INFO     | extractor.api_sports | Fetching teams: league=39, season=2023
2026-04-09 17:40:19 | DEBUG    | extractor.api_sports | GET https://v3.football.api-sports.io/teams params={'league': 39, 'season': 2023} (attempt 1)
2026-04-09 17:40:20 | INFO     | extractor.api_sports | API-Sports: fetched 20 standings, 20 teams
2026-04-09 17:40:20 | INFO     | transformer.api_sports | API-Sports transformer: 20/20 records transformed successfully
2026-04-09 17:40:20 | INFO     | loader.sqlite | Loaded 20 records into 'standings_api_sports'
2026-04-09 17:40:20 | INFO     | loader.sqlite | Exported 20 rows to 'C:\Users\magshimim\premier-league-etl\src\..\output\standings_api_sports.csv'
2026-04-09 17:40:20 | INFO     | main | --- Source: API-Football ---
2026-04-09 17:40:20 | INFO     | extractor.api_football | Fetching standings: league_id=152
2026-04-09 17:40:20 | DEBUG    | extractor.api_football | GET https://apiv3.apifootball.com/ params={'action': 'get_standings', 'league_id': 152, 'APIkey': 'dca75ce66afc50267304596d8411fe1fddf3186a379701f06a08fa0587f722af'} (attempt 1)
2026-04-09 17:40:21 | INFO     | extractor.api_football | Received 20 standing records
2026-04-09 17:40:21 | INFO     | extractor.api_football | Fetching teams: league_id=152
2026-04-09 17:40:21 | DEBUG    | extractor.api_football | GET https://apiv3.apifootball.com/ params={'action': 'get_teams', 'league_id': 152, 'APIkey': 'dca75ce66afc50267304596d8411fe1fddf3186a379701f06a08fa0587f722af'} (attempt 1)
2026-04-09 17:40:22 | INFO     | extractor.api_football | Received 20 team records
2026-04-09 17:40:22 | INFO     | extractor.api_football | API-Football: fetched 20 standings, 20 teams
2026-04-09 17:40:22 | WARNING  | transformer.api_football | Could not convert 'founded_year' value '' to int
2026-04-09 17:40:22 | WARNING  | transformer.api_football | Team 'Nottingham' has None values for: ['founded_year']
2026-04-09 17:40:22 | INFO     | transformer.api_football | API-Football transformer: 20/20 records transformed successfully
2026-04-09 17:40:22 | INFO     | loader.sqlite | Loaded 20 records into 'standings_api_football'
2026-04-09 17:40:22 | INFO     | loader.sqlite | Exported 20 rows to 'C:\Users\magshimim\premier-league-etl\src\..\output\standings_api_football.csv'
2026-04-09 17:40:22 | INFO     | main | === ETL Pipeline complete ===
2026-04-09 17:40:33 | INFO     | api | GET /standings/api-sports → 20 records
2026-04-09 17:40:33 | INFO     | api | GET /standings/api-football → 20 records
2026-04-09 17:40:33 | INFO     | api | GET /standings/api-sports/arsenal → 1 records
2026-04-09 17:40:33 | INFO     | api | GET /standings/api-football/manchester → 2 records
2026-04-09 17:40:46 | INFO     | api | GET /standings/api-sports → 20 records
2026-04-09 17:40:46 | INFO     | api | GET /standings/api-football → 20 records
2026-04-09 17:40:46 | INFO     | api | GET /standings/api-sports/arsenal → 1 records
2026-04-09 17:40:46 | INFO     | api | GET /standings/api-football/manchester → 2 records
2026-04-12 21:23:09 | INFO     | main | === Premier League ETL Pipeline started ===
2026-04-12 21:23:09 | INFO     | main | --- Source: API-Sports ---
2026-04-13 12:30:30 | INFO     | main | === Premier League ETL Pipeline started ===
2026-04-13 12:30:33 | INFO     | main | --- Source: API-Sports ---
2026-04-13 12:33:59 | INFO     | main | === Premier League ETL Pipeline started ===
2026-04-13 12:33:59 | INFO     | main | --- Source: API-Sports ---
2026-04-13 12:33:59 | INFO     | extractor.api_sports | Fetching standings: league=39, season=2023
2026-04-13 12:33:59 | DEBUG    | extractor.api_sports | GET https://v3.football.api-sports.io/standings params={'league': 39, 'season': 2023} (attempt 1)
2026-04-13 12:33:59 | INFO     | extractor.api_sports | Fetching teams: league=39, season=2023
2026-04-13 12:33:59 | DEBUG    | extractor.api_sports | GET https://v3.football.api-sports.io/teams params={'league': 39, 'season': 2023} (attempt 1)
2026-04-13 12:34:00 | INFO     | extractor.api_sports | api_sports: fetched 20 standings, 20 teams
2026-04-13 12:34:00 | INFO     | transformer.api_sports | API-Sports transformer: 20/20 records transformed successfully
2026-04-13 12:34:00 | INFO     | loader.sqlite | Loaded 20 records into 'standings_api_sports'
2026-04-13 12:34:00 | INFO     | loader.sqlite | Exported 20 rows to 'C:\Users\magshimim\premier-league-etl\src\..\output\standings_api_sports.csv'
2026-04-13 12:34:00 | INFO     | main | --- Source: API-Football ---
2026-04-13 12:34:00 | INFO     | extractor.api_football | Fetching standings: league_id=152
2026-04-13 12:34:00 | DEBUG    | extractor.api_football | GET https://apiv3.apifootball.com/ params={'action': 'get_standings', 'league_id': 152} (attempt 1)
2026-04-13 12:34:00 | INFO     | extractor.api_football | Received 20 standing records
2026-04-13 12:34:00 | INFO     | extractor.api_football | Fetching teams: league_id=152
2026-04-13 12:34:00 | DEBUG    | extractor.api_football | GET https://apiv3.apifootball.com/ params={'action': 'get_teams', 'league_id': 152} (attempt 1)
2026-04-13 12:34:01 | INFO     | extractor.api_football | Received 20 team records
2026-04-13 12:34:01 | INFO     | extractor.api_football | api_football: fetched 20 standings, 20 teams
2026-04-13 12:34:01 | INFO     | transformer.api_football | API-Football transformer: 20/20 records transformed successfully
2026-04-13 12:34:01 | INFO     | loader.sqlite | Loaded 20 records into 'standings_api_football'
2026-04-13 12:34:01 | INFO     | loader.sqlite | Exported 20 rows to 'C:\Users\magshimim\premier-league-etl\src\..\output\standings_api_football.csv'
2026-04-13 12:34:01 | INFO     | main | === ETL Pipeline complete ===
2026-04-13 12:39:06 | INFO     | main | === Premier League ETL Pipeline started ===
2026-04-13 12:39:06 | INFO     | main | --- Source: API-Sports ---
2026-04-13 12:39:06 | INFO     | extractor.api_sports | Fetching standings: league=39, season=2023
2026-04-13 12:39:06 | DEBUG    | extractor.api_sports | GET https://v3.football.api-sports.io/standings params={'league': 39, 'season': 2023} (attempt 1)
2026-04-13 12:39:06 | INFO     | extractor.api_sports | Fetching teams: league=39, season=2023
2026-04-13 12:39:06 | DEBUG    | extractor.api_sports | GET https://v3.football.api-sports.io/teams params={'league': 39, 'season': 2023} (attempt 1)
2026-04-13 12:39:07 | INFO     | extractor.api_sports | api_sports: fetched 20 standings, 20 teams
2026-04-13 12:39:07 | INFO     | transformer.api_sports | API-Sports transformer: 20/20 records transformed successfully
2026-04-13 12:39:07 | INFO     | loader.sqlite | Loaded 20 records into 'standings_api_sports'
2026-04-13 12:39:07 | INFO     | loader.sqlite | Exported 20 rows to 'C:\Users\magshimim\premier-league-etl\src\..\output\standings_api_sports.csv'
2026-04-13 12:39:07 | INFO     | main | --- Source: API-Football ---
2026-04-13 12:39:07 | INFO     | extractor.api_football | Fetching standings: league_id=152
2026-04-13 12:39:07 | DEBUG    | extractor.api_football | GET https://apiv3.apifootball.com/ params={'action': 'get_standings', 'league_id': 152} (attempt 1)
2026-04-13 12:39:07 | INFO     | extractor.api_football | Received 20 standing records
2026-04-13 12:39:07 | INFO     | extractor.api_football | Fetching teams: league_id=152
2026-04-13 12:39:07 | DEBUG    | extractor.api_football | GET https://apiv3.apifootball.com/ params={'action': 'get_teams', 'league_id': 152} (attempt 1)
2026-04-13 12:39:08 | INFO     | extractor.api_football | Received 20 team records
2026-04-13 12:39:08 | INFO     | extractor.api_football | api_football: fetched 20 standings, 20 teams
2026-04-13 12:39:08 | INFO     | transformer.api_football | API-Football transformer: 20/20 records transformed successfully
2026-04-13 12:39:08 | INFO     | loader.sqlite | Loaded 20 records into 'standings_api_football'
2026-04-13 12:39:08 | INFO     | loader.sqlite | Exported 20 rows to 'C:\Users\magshimim\premier-league-etl\src\..\output\standings_api_football.csv'
2026-04-13 12:39:08 | INFO     | main | === ETL Pipeline complete ===
2026-04-13 12:43:50 | INFO     | main | === Premier League ETL Pipeline started ===
2026-04-13 12:43:50 | INFO     | main | --- Source: API-Sports ---
2026-04-13 12:43:50 | INFO     | extractor.api_sports | Fetching standings: league=39, season=2023
2026-04-13 12:43:50 | DEBUG    | extractor.api_sports | GET https://v3.football.api-sports.io/standings params={'league': 39, 'season': 2023} (attempt 1)
2026-04-13 12:43:51 | INFO     | extractor.api_sports | Fetching teams: league=39, season=2023
2026-04-13 12:43:51 | DEBUG    | extractor.api_sports | GET https://v3.football.api-sports.io/teams params={'league': 39, 'season': 2023} (attempt 1)
2026-04-13 12:43:51 | INFO     | extractor.api_sports | api_sports: fetched 20 standings, 20 teams
2026-04-13 12:43:51 | INFO     | transformer.api_sports | API-Sports transformer: 20/20 records transformed successfully
2026-04-13 12:43:51 | INFO     | loader.sqlite | Loaded 20 records into 'standings_api_sports'
2026-04-13 12:43:51 | INFO     | loader.sqlite | Exported 20 rows to 'C:\Users\magshimim\premier-league-etl\src\..\output\standings_api_sports.csv'
2026-04-13 12:43:51 | INFO     | main | --- Source: API-Football ---
2026-04-13 12:43:51 | INFO     | extractor.api_football | Fetching standings: league_id=152
2026-04-13 12:43:51 | DEBUG    | extractor.api_football | GET https://apiv3.apifootball.com/ params={'action': 'get_standings', 'league_id': 152} (attempt 1)
2026-04-13 12:43:52 | INFO     | extractor.api_football | Received 20 standing records
2026-04-13 12:43:52 | INFO     | extractor.api_football | Fetching teams: league_id=152
2026-04-13 12:43:52 | DEBUG    | extractor.api_football | GET https://apiv3.apifootball.com/ params={'action': 'get_teams', 'league_id': 152} (attempt 1)
2026-04-13 12:43:52 | INFO     | extractor.api_football | Received 20 team records
2026-04-13 12:43:52 | INFO     | extractor.api_football | api_football: fetched 20 standings, 20 teams
2026-04-13 12:43:52 | INFO     | transformer.api_football | API-Football transformer: 20/20 records transformed successfully
2026-04-13 12:43:52 | INFO     | loader.sqlite | Loaded 20 records into 'standings_api_football'
2026-04-13 12:43:52 | INFO     | loader.sqlite | Exported 20 rows to 'C:\Users\magshimim\premier-league-etl\src\..\output\standings_api_football.csv'
2026-04-13 12:43:52 | INFO     | main | === ETL Pipeline complete ===
2026-04-13 12:48:29 | INFO     | main | === Premier League ETL Pipeline started ===
2026-04-13 12:48:29 | INFO     | pipeline.api_sports | --- Source: API-Sports ---
2026-04-13 12:48:29 | INFO     | extractor.api_sports | Fetching standings: league=39, season=2023
2026-04-13 12:48:29 | DEBUG    | extractor.api_sports | GET https://v3.football.api-sports.io/standings params={'league': 39, 'season': 2023} (attempt 1)
2026-04-13 12:48:29 | INFO     | extractor.api_sports | Fetching teams: league=39, season=2023
2026-04-13 12:48:29 | DEBUG    | extractor.api_sports | GET https://v3.football.api-sports.io/teams params={'league': 39, 'season': 2023} (attempt 1)
2026-04-13 12:48:30 | INFO     | extractor.api_sports | api_sports: fetched 20 standings, 20 teams
2026-04-13 12:48:30 | INFO     | transformer.api_sports | API-Sports transformer: 20/20 records transformed successfully
2026-04-13 12:48:30 | INFO     | loader.sqlite | Loaded 20 records into 'standings_api_sports'
2026-04-13 12:48:30 | INFO     | loader.sqlite | Exported 20 rows to 'C:\Users\magshimim\premier-league-etl\src\..\output\standings_api_sports.csv'
2026-04-13 12:48:30 | INFO     | pipeline.api_football | --- Source: API-Football ---
2026-04-13 12:48:30 | INFO     | extractor.api_football | Fetching standings: league_id=152
2026-04-13 12:48:30 | DEBUG    | extractor.api_football | GET https://apiv3.apifootball.com/ params={'action': 'get_standings', 'league_id': 152} (attempt 1)
2026-04-13 12:48:30 | INFO     | extractor.api_football | Received 20 standing records
2026-04-13 12:48:30 | INFO     | extractor.api_football | Fetching teams: league_id=152
2026-04-13 12:48:30 | DEBUG    | extractor.api_football | GET https://apiv3.apifootball.com/ params={'action': 'get_teams', 'league_id': 152} (attempt 1)
2026-04-13 12:48:31 | INFO     | extractor.api_football | Received 20 team records
2026-04-13 12:48:31 | INFO     | extractor.api_football | api_football: fetched 20 standings, 20 teams
2026-04-13 12:48:31 | INFO     | transformer.api_football | API-Football transformer: 20/20 records transformed successfully
2026-04-13 12:48:31 | INFO     | loader.sqlite | Loaded 20 records into 'standings_api_football'
2026-04-13 12:48:31 | INFO     | loader.sqlite | Exported 20 rows to 'C:\Users\magshimim\premier-league-etl\src\..\output\standings_api_football.csv'
2026-04-13 12:48:31 | INFO     | main | === ETL Pipeline complete ===
2026-04-13 12:54:04 | INFO     | main | === Premier League ETL Pipeline started ===
2026-04-13 12:54:04 | INFO     | pipeline.api_sports | --- Source: API-Sports ---
2026-04-13 12:54:04 | INFO     | extractor.api_sports | Fetching standings: league=39, season=2023
2026-04-13 12:54:04 | DEBUG    | extractor.api_sports | GET https://v3.football.api-sports.io/standings params={'league': 39, 'season': 2023} (attempt 1)
2026-04-13 12:54:04 | INFO     | extractor.api_sports | Fetching teams: league=39, season=2023
2026-04-13 12:54:04 | DEBUG    | extractor.api_sports | GET https://v3.football.api-sports.io/teams params={'league': 39, 'season': 2023} (attempt 1)
2026-04-13 12:54:05 | INFO     | extractor.api_sports | api_sports: fetched 20 standings, 20 teams
2026-04-13 12:54:05 | INFO     | transformer.api_sports | API-Sports transformer: 20/20 records transformed successfully
2026-04-13 12:54:05 | INFO     | loader.sqlite | Loaded 20 records into 'standings_api_sports'
2026-04-13 12:54:05 | INFO     | loader.sqlite | Exported 20 rows to 'C:\Users\magshimim\premier-league-etl\src\..\output\standings_api_sports.csv'
2026-04-13 12:54:05 | INFO     | pipeline.api_football | --- Source: API-Football ---
2026-04-13 12:54:05 | INFO     | extractor.api_football | Fetching standings: league_id=152
2026-04-13 12:54:05 | DEBUG    | extractor.api_football | GET https://apiv3.apifootball.com/ params={'action': 'get_standings', 'league_id': 152} (attempt 1)
2026-04-13 12:54:05 | INFO     | extractor.api_football | Received 20 standing records
2026-04-13 12:54:05 | INFO     | extractor.api_football | Fetching teams: league_id=152
2026-04-13 12:54:05 | DEBUG    | extractor.api_football | GET https://apiv3.apifootball.com/ params={'action': 'get_teams', 'league_id': 152} (attempt 1)
2026-04-13 12:54:06 | INFO     | extractor.api_football | Received 20 team records
2026-04-13 12:54:06 | INFO     | extractor.api_football | api_football: fetched 20 standings, 20 teams
2026-04-13 12:54:06 | INFO     | transformer.api_football | API-Football transformer: 20/20 records transformed successfully
2026-04-13 12:54:06 | INFO     | loader.sqlite | Loaded 20 records into 'standings_api_football'
2026-04-13 12:54:06 | INFO     | loader.sqlite | Exported 20 rows to 'C:\Users\magshimim\premier-league-etl\src\..\output\standings_api_football.csv'
2026-04-13 12:54:06 | INFO     | main | === ETL Pipeline complete ===
2026-04-13 12:55:46 | INFO     | main | Premier League ETL Pipeline started
2026-04-13 12:55:46 | INFO     | pipeline.api_sports | Source: API-Sports
2026-04-13 12:55:46 | INFO     | extractor.api_sports | Fetching standings: league=39, season=2023
2026-04-13 12:55:46 | DEBUG    | extractor.api_sports | GET https://v3.football.api-sports.io/standings params={'league': 39, 'season': 2023} (attempt 1)
2026-04-13 12:55:46 | INFO     | extractor.api_sports | Fetching teams: league=39, season=2023
2026-04-13 12:55:46 | DEBUG    | extractor.api_sports | GET https://v3.football.api-sports.io/teams params={'league': 39, 'season': 2023} (attempt 1)
2026-04-13 12:55:47 | INFO     | extractor.api_sports | api_sports: fetched 20 standings, 20 teams
2026-04-13 12:55:47 | INFO     | transformer.api_sports | API-Sports transformer: 20/20 records transformed successfully
2026-04-13 12:55:47 | INFO     | loader.sqlite | Loaded 20 records into 'standings_api_sports'
2026-04-13 12:55:47 | INFO     | loader.sqlite | Exported 20 rows to 'C:\Users\magshimim\premier-league-etl\src\..\output\standings_api_sports.csv'
2026-04-13 12:55:47 | INFO     | pipeline.api_football | Source: API-Football
2026-04-13 12:55:47 | INFO     | extractor.api_football | Fetching standings: league_id=152
2026-04-13 12:55:47 | DEBUG    | extractor.api_football | GET https://apiv3.apifootball.com/ params={'action': 'get_standings', 'league_id': 152} (attempt 1)
2026-04-13 12:55:47 | INFO     | extractor.api_football | Received 20 standing records
2026-04-13 12:55:47 | INFO     | extractor.api_football | Fetching teams: league_id=152
2026-04-13 12:55:47 | DEBUG    | extractor.api_football | GET https://apiv3.apifootball.com/ params={'action': 'get_teams', 'league_id': 152} (attempt 1)
2026-04-13 12:55:48 | INFO     | extractor.api_football | Received 20 team records
2026-04-13 12:55:48 | INFO     | extractor.api_football | api_football: fetched 20 standings, 20 teams
2026-04-13 12:55:48 | INFO     | transformer.api_football | API-Football transformer: 20/20 records transformed successfully
2026-04-13 12:55:48 | INFO     | loader.sqlite | Loaded 20 records into 'standings_api_football'
2026-04-13 12:55:48 | INFO     | loader.sqlite | Exported 20 rows to 'C:\Users\magshimim\premier-league-etl\src\..\output\standings_api_football.csv'
2026-04-13 12:55:48 | INFO     | main | ETL Pipeline complete
2026-04-13 13:00:26 | INFO     | main | Premier League ETL Pipeline started
2026-04-13 13:00:26 | INFO     | pipeline.api_sports | Source: API-Sports
2026-04-13 13:00:26 | INFO     | extractor.api_sports | Fetching standings: league=39, season=2023
2026-04-13 13:00:26 | DEBUG    | extractor.api_sports | GET https://v3.football.api-sports.io/standings params={'league': 39, 'season': 2023} (attempt 1)
2026-04-13 13:00:26 | INFO     | extractor.api_sports | Fetching teams: league=39, season=2023
